Location,CEast,CNorth,StationCode,Sample Date,SampleTime,MethodCode,OrganismCode,MarkCode,TagCode,RaceByTag,Fork Length,HeadNumber,CWTCount,Secchi,WaterTemperature
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,83,34230,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,93,34231,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,93,34232,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,98,34233,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:47,MWTR,CHN,AdClipped,060463,Spring,90,34234,1,0.85,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:47,MWTR,CHN,AdClipped,060463,Spring,89,34235,1,0.85,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,95,34236,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,81,34237,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,87,34238,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,87,34239,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,94,34240,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,7:55,MWTR,CHN,AdClipped,060463,Spring,90,34241,1,0.84,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:47,MWTR,CHN,AdClipped,060463,Spring,88,34242,1,0.85,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,85,34243,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,90,34244,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,88,34245,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,86,34246,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,93,34247,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,88,34248,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,5/3/13,9:34,MWTR,CHN,AdClipped,055599,Fall,78,34249,1,0.75,18.3
Sherwood Harbor,628707,4265965,SR055M,5/3/13,10:52,MWTR,CHN,AdClipped,055605,Fall,80,34250,1,0.77,18.5
Sherwood Harbor,628707,4265965,SR055M,5/7/13,11:41,MWTR,CHN,AdClipped,060475,,80,34251,1,0.95,18.9
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,101,34252,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,91,34253,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,90,34254,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,92,34255,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,5/3/13,10:01,MWTR,CHN,AdClipped,055608,Fall,83,34256,1,0.79,18.4
Sherwood Harbor,628707,4265965,SR055M,5/3/13,10:52,MWTR,CHN,AdClipped,055610,Fall,74,34257,1,0.77,18.5
Sherwood Harbor,628707,4265965,SR055M,5/7/13,11:41,MWTR,CHN,AdClipped,060474,,79,34258,1,0.95,18.9
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,93,34259,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,88,34260,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,99,34261,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,90,34262,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,5/3/13,9:34,MWTR,CHN,AdClipped,055607,Fall,78,34263,1,0.75,18.3
Sherwood Harbor,628707,4265965,SR055M,5/3/13,10:52,MWTR,CHN,AdClipped,055594,Fall,76,34264,1,0.77,18.5
Sherwood Harbor,628707,4265965,SR055M,5/9/13,7:46,MWTR,CHN,AdClipped,060476,,80,34265,1,0.96,
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,85,34266,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,060463,Spring,95,34267,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:13,MWTR,CHN,AdClipped,055608,Fall,82,34268,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,5/3/13,9:09,MWTR,CHN,AdClipped,055607,Fall,76,34269,1,0.79,18.3
Sherwood Harbor,628707,4265965,SR055M,5/3/13,10:52,MWTR,CHN,AdClipped,NT,,84,34270,1,0.77,18.5
Sherwood Harbor,628707,4265965,SR055M,5/3/13,11:17,MWTR,CHN,AdClipped,055605,Fall,82,34271,1,0.7,18.6
Sherwood Harbor,628707,4265965,SR055M,5/9/13,7:46,MWTR,CHN,AdClipped,055606,Fall,79,34272,1,0.96,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,8:40,MWTR,CHN,AdClipped,LT,,72,34273,1,0.92,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060476,,77,34274,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060476,,77,34275,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,055607,Fall,78,34276,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,060475,,68,34277,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,5/14/13,10:43,MWTR,CHN,AdClipped,060475,,67,34278,1,0.92,21.5
Sherwood Harbor,628707,4265965,SR055M,5/9/13,7:46,MWTR,CHN,AdClipped,060476,,68,34280,1,0.96,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:07,MWTR,CHN,AdClipped,060475,,75,34281,1,0.94,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060476,,70,34282,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060474,,73,34283,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,060476,,73,34284,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,4/12/13,7:57,MWTR,CHN,AdClipped,060463,Spring,88,34286,1,0.81,16.3
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:07,MWTR,CHN,AdClipped,060475,,70,34287,1,0.94,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060476,,74,34288,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060476,,87,34289,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,060476,,65,34290,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,4/3/13,8:01,MWTR,CHN,AdClipped,NT,,82,34292,1,0.67,16.4
Sherwood Harbor,628707,4265965,SR055M,5/9/13,8:40,MWTR,CHN,AdClipped,060475,,72,34294,1,0.92,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,8:40,MWTR,CHN,AdClipped,060463,Spring,90,34295,1,0.92,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060475,,75,34296,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,060474,,82,34297,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,060476,,79,34298,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,4/12/13,7:57,MWTR,CHN,AdClipped,060463,Spring,88,34300,1,0.81,16.3
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:07,MWTR,CHN,AdClipped,060476,,74,34301,1,0.94,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060476,,76,34302,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060474,,76,34303,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,060474,,76,34304,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,4/5/13,10:39,MWTR,CHN,AdClipped,052288,Winter,113,34306,1,0.76,16
Sherwood Harbor,628707,4265965,SR055M,5/9/13,8:40,MWTR,CHN,AdClipped,060475,,70,34308,1,0.92,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060476,,88,34309,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,9:48,MWTR,CHN,AdClipped,060475,,68,34310,1,0.97,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,060475,,70,34311,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,5/9/13,10:14,MWTR,CHN,AdClipped,060476,,74,34312,1,0.95,
Sherwood Harbor,628707,4265965,SR055M,4/12/13,7:57,MWTR,CHN,AdClipped,060463,Spring,98,34314,1,0.81,16.3
Sherwood Harbor,628707,4265965,SR055M,4/15/13,12:00,MWTR,CHN,AdClipped,060463,Spring,90,34693,1,0.89,17.4
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060475,,72,35743,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060485,Fall,91,35744,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060485,Fall,90,35745,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,12:07,MWTR,CHN,AdClipped,060435,,102,35746,1,0.33,19.2
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060485,Fall,90,35747,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060484,Fall,90,35748,1,0.4,18.8
Chipps Island,595531,4211218,SB018S,5/17/13,8:02,MWTR,CHN,AdClipped,060434,,101,35749,1,0.42,18.4
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060435,,90,35752,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060485,Fall,89,35753,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060434,,96,35755,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060475,,83,35757,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060435,,98,35758,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060485,Fall,97,35759,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060434,,91,35760,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060485,Fall,93,35761,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060485,Fall,101,35762,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060475,,83,35763,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060485,Fall,98,35766,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060476,,86,35767,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:41,MWTR,CHN,AdClipped,060486,Fall,97,35769,1,0.29,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,92,35813,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060485,Fall,90,35814,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060484,Fall,93,35815,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,86,35816,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060434,,95,35817,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,90,35819,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,80,35827,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060476,,78,35828,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060486,Fall,90,35829,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,102,35830,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060485,Fall,90,35831,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060435,,94,35832,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,88,35833,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060434,,100,35841,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060485,Fall,90,35842,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,11:01,MWTR,CHN,AdClipped,060485,Fall,91,35843,1,0.32,19.1
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,94,35844,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,85,35845,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060485,Fall,95,35846,1,0.4,18.8
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060476,,80,35847,1,0.4,18.8
Chipps Island,595531,4211218,SB018S,5/8/13,7:45,MWTR,CHN,AdClipped,055610,Fall,88,35855,1,0.4,18.7
Chipps Island,595531,4211218,SB018S,5/8/13,8:34,MWTR,CHN,AdClipped,NT,,76,35856,1,0.32,18.8
Chipps Island,595531,4211218,SB018M,5/8/13,9:24,MWTR,CHN,AdClipped,055606,Fall,79,35857,1,0.31,18.8
Chipps Island,595531,4211218,SB018M,5/15/13,9:10,MWTR,CHN,AdClipped,060484,Fall,88,35858,1,0.49,19.4
Chipps Island,595531,4211218,SB018M,5/15/13,9:10,MWTR,CHN,AdClipped,060474,,79,35859,1,0.49,19.4
Chipps Island,595531,4211218,SB018S,5/8/13,7:45,MWTR,CHN,AdClipped,055604,Fall,80,35869,1,0.4,18.7
Chipps Island,595531,4211218,SB018S,5/8/13,8:34,MWTR,CHN,AdClipped,055606,Fall,76,35870,1,0.32,18.8
Chipps Island,595531,4211218,SB018M,5/8/13,9:48,MWTR,CHN,AdClipped,060483,Fall,90,35871,1,0.3,18.8
Chipps Island,595531,4211218,SB018M,5/15/13,9:10,MWTR,CHN,AdClipped,060475,,73,35872,1,0.49,19.4
Chipps Island,595531,4211218,SB018M,5/15/13,9:34,MWTR,CHN,AdClipped,060484,Fall,95,35873,1,0.4,19.5
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060484,Fall,84,35875,1,0.4,18.8
Chipps Island,595531,4211218,SB018S,5/8/13,7:45,MWTR,CHN,AdClipped,055606,Fall,76,35883,1,0.4,18.7
Chipps Island,595531,4211218,SB018M,5/8/13,8:57,MWTR,CHN,AdClipped,055595,Fall,80,35884,1,0.29,18.9
Chipps Island,595531,4211218,SB018M,5/8/13,10:13,MWTR,CHN,AdClipped,055604,Fall,82,35885,1,0.25,18.8
Chipps Island,595531,4211218,SB018M,5/15/13,9:10,MWTR,CHN,AdClipped,055610,Fall,89,35886,1,0.49,19.4
Chipps Island,595531,4211218,SB018M,5/17/13,10:35,MWTR,CHN,AdClipped,060484,Fall,83,35889,1,0.4,18.8
Chipps Island,595531,4211218,SB018N,5/10/13,8:05,MWTR,CHN,AdClipped,060434,,97,35904,1,0.26,18.5
Chipps Island,595531,4211218,SB018N,5/8/13,11:38,MWTR,CHN,AdClipped,NT,,88,35905,1,0.19,18.9
Chipps Island,595531,4211218,SB018N,5/8/13,10:45,MWTR,CHN,AdClipped,055608,Fall,83,35906,1,0.25,18.8
Chipps Island,595531,4211218,SB018S,5/6/13,11:10,MWTR,CHN,AdClipped,055607,Fall,80,35907,1,0.33,19.1
Chipps Island,595531,4211218,SB018S,5/6/13,11:10,MWTR,CHN,AdClipped,055607,Fall,81,35908,1,0.33,19.1
Chipps Island,595531,4211218,SB018S,5/6/13,10:43,MWTR,CHN,AdClipped,060463,Spring,92,35909,1,0.32,19
Chipps Island,595531,4211218,SB018N,5/6/13,9:51,MWTR,CHN,AdClipped,055608,Fall,89,35910,1,0.31,19
Chipps Island,595531,4211218,SB018N,5/10/13,8:58,MWTR,CHN,AdClipped,060474,,89,35918,1,0.23,18.6
Chipps Island,595531,4211218,SB018N,5/10/13,8:05,MWTR,CHN,AdClipped,055605,Fall,85,35919,1,0.26,18.5
Chipps Island,595531,4211218,SB018N,5/8/13,11:11,MWTR,CHN,AdClipped,055598,Fall,90,35920,1,0.18,18.8
Chipps Island,595531,4211218,SB018S,5/6/13,11:10,MWTR,CHN,AdClipped,055610,Fall,78,35921,1,0.33,19.1
Chipps Island,595531,4211218,SB018S,5/6/13,11:10,MWTR,CHN,AdClipped,055598,Fall,80,35922,1,0.33,19.1
Chipps Island,595531,4211218,SB018S,5/6/13,11:10,MWTR,CHN,AdClipped,060483,Fall,100,35923,1,0.33,19.1
Chipps Island,595531,4211218,SB018N,5/6/13,10:16,MWTR,CHN,AdClipped,055607,Fall,84,35924,1,0.28,19.1
Chipps Island,595531,4211218,SB018S,5/6/13,11:34,MWTR,CHN,AdClipped,060482,Fall,100,35932,1,0.32,19
Chipps Island,595531,4211218,SB018N,5/10/13,8:05,MWTR,CHN,AdClipped,060474,,84,35933,1,0.26,18.5
Chipps Island,595531,4211218,SB018N,5/8/13,11:38,MWTR,CHN,AdClipped,060481,Fall,82,35934,1,0.19,18.9
Chipps Island,595531,4211218,SB018N,5/8/13,10:45,MWTR,CHN,AdClipped,055606,Fall,77,35935,1,0.25,18.8
Chipps Island,595531,4211218,SB018S,5/6/13,11:10,MWTR,CHN,AdClipped,055604,Fall,82,35936,1,0.33,19.1
Chipps Island,595531,4211218,SB018S,5/6/13,11:10,MWTR,CHN,AdClipped,055610,Fall,84,35937,1,0.33,19.1
Chipps Island,595531,4211218,SB018S,5/6/13,10:43,MWTR,CHN,AdClipped,055609,Fall,87,35938,1,0.32,19
Sherwood Harbor,628707,4265965,SR055M,12/10/12,12:27,KDTR,CHN,AdClipped,055549,LateFall,126,36442,1,0.18,11.3
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:28,MWTR,CHN,AdClipped,055598,Fall,78,36506,1,0.88,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:28,MWTR,CHN,AdClipped,060463,Spring,87,36520,1,0.88,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055599,Fall,79,36538,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,060463,Spring,93,36539,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055598,Fall,82,36540,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055593,Fall,81,36552,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,060463,Spring,93,36553,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,060463,Spring,87,36554,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055608,Fall,78,36558,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055596,Fall,82,36559,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,060463,Spring,92,36560,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,9:28,MWTR,CHN,AdClipped,060463,Spring,93,36561,1,0.88,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,060463,Spring,83,36566,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055596,Fall,78,36567,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055593,Fall,83,36568,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:40,MWTR,CHN,AdClipped,055596,Fall,86,36653,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,9:08,MWTR,CHN,AdClipped,055608,Fall,80,36663,1,0.7,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,9:08,MWTR,CHN,AdClipped,060463,Spring,90,36669,1,0.7,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:40,MWTR,CHN,AdClipped,055608,Fall,77,36670,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,9:08,MWTR,CHN,AdClipped,055599,Fall,79,36683,1,0.7,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:40,MWTR,CHN,AdClipped,055609,Fall,78,36684,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,9:34,MWTR,CHN,AdClipped,055608,Fall,85,36697,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:40,MWTR,CHN,AdClipped,055608,Fall,79,36698,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:40,MWTR,CHN,AdClipped,060463,Spring,101,36709,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055596,Fall,78,36716,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:40,MWTR,CHN,AdClipped,055599,Fall,84,36723,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,060463,Spring,88,36730,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:40,MWTR,CHN,AdClipped,055609,Fall,83,36737,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,12/31/12,11:45,KDTR,CHN,AdClipped,055542,LateFall,102,36743,1,0.27,7.7
Sherwood Harbor,628707,4265965,SR055M,4/22/13,7:48,MWTR,CHN,AdClipped,055598,Fall,85,36744,1,0.72,18.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055596,Fall,87,36758,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:40,MWTR,CHN,AdClipped,060463,Spring,87,36772,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:13,MWTR,CHN,AdClipped,055609,Fall,79,36793,1,0.72,18.5
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:13,MWTR,CHN,AdClipped,060463,Spring,89,36807,1,0.72,18.5
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:13,MWTR,CHN,AdClipped,060463,Spring,86,36814,1,0.72,18.5
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:13,MWTR,CHN,AdClipped,055593,Fall,82,36821,1,0.72,18.5
Sherwood Harbor,628707,4265965,SR055M,4/22/13,8:13,MWTR,CHN,AdClipped,060463,Spring,83,36828,1,0.72,18.5
Chipps Island,595531,4211218,SB018S,4/3/13,9:53,MWTR,CHN,AdClipped,055550,LateFall,156,36870,1,0.38,15.9
Chipps Island,595531,4211218,SB018S,4/19/13,9:51,MWTR,CHN,AdClipped,060462,Spring,86,36896,1,0.38,15.9
Chipps Island,595531,4211218,SB018N,5/1/13,11:39,MWTR,CHN,AdClipped,060482,Fall,88,36910,1,0.37,18.1
Chipps Island,595531,4211218,SB018M,5/1/13,11:10,MWTR,CHN,AdClipped,055597,Fall,78,36911,1,0.38,18
Chipps Island,595531,4211218,SB018N,4/29/13,9:50,MWTR,CHN,AdClipped,055608,Fall,84,36923,1,0.31,18
Chipps Island,595531,4211218,SB018M,4/19/13,8:38,MWTR,CHN,AdClipped,060480,Fall,100,36935,1,0.4,15.9
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,060437,Spring,94,36983,1,0.41,16.9
Chipps Island,595531,4211218,SB018N,5/1/13,11:39,MWTR,CHN,AdClipped,060482,Fall,94,36986,1,0.37,18.1
Chipps Island,595531,4211218,SB018N,5/17/13,9:43,MWTR,CHN,AdClipped,060434,,95,36996,1,0.37,18.6
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,060480,Fall,86,37006,1,0.41,16.9
Chipps Island,595531,4211218,SB018M,4/19/13,8:38,MWTR,CHN,AdClipped,060463,Spring,96,37007,1,0.4,15.9
Chipps Island,595531,4211218,SB018M,4/19/13,8:15,MWTR,CHN,AdClipped,060463,Spring,100,37026,1,0.41,15.9
Chipps Island,595531,4211218,SB018M,4/19/13,8:15,MWTR,CHN,AdClipped,060463,Spring,103,37027,1,0.41,15.9
Chipps Island,595531,4211218,SB018M,4/19/13,8:15,MWTR,CHN,AdClipped,060463,Spring,96,37029,1,0.41,15.9
Chipps Island,595531,4211218,SB018S,4/19/13,9:51,MWTR,CHN,AdClipped,060463,Spring,102,37033,1,0.38,15.9
Chipps Island,595531,4211218,SB018N,5/1/13,11:39,MWTR,CHN,AdClipped,055609,Fall,82,37034,1,0.37,18.1
